date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:41:16	12088/12088	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:16%20GMT	https://1womenshealth.com/cf-fonts/s/roboto-condensed/5.0.14/cyrillic/700/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/roboto-condensed/5.0.14/cyrillic/700/normal.html	(from https://1womenshealth.com/)
23:41:17	9668/9668	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:17%20GMT	https://1womenshealth.com/cf-fonts/s/roboto-condensed/5.0.14/greek/700/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/roboto-condensed/5.0.14/greek/700/normal.html	(from https://1womenshealth.com/)
23:41:18	8044/8044	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:18%20GMT	https://1womenshealth.com/cf-fonts/s/roboto-condensed/5.0.14/vietnamese/700/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/roboto-condensed/5.0.14/vietnamese/700/normal.html	(from https://1womenshealth.com/)
23:41:19	14024/14024	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:19%20GMT	https://1womenshealth.com/cf-fonts/s/roboto-condensed/5.0.14/latin-ext/700/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/roboto-condensed/5.0.14/latin-ext/700/normal.html	(from https://1womenshealth.com/)
23:41:20	3768/3768	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:20%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/greek-ext/400/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/greek-ext/400/normal.html	(from https://1womenshealth.com/)
23:41:21	15296/15296	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:21%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/latin-ext/400/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/latin-ext/400/normal.html	(from https://1womenshealth.com/)
23:41:22	17944/17944	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:22%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/cyrillic-ext/400/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/cyrillic-ext/400/normal.html	(from https://1womenshealth.com/)
23:41:23	11084/11084	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:23%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/cyrillic/400/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/cyrillic/400/normal.html	(from https://1womenshealth.com/)
23:41:24	18664/18664	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:24%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/latin/400/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/latin/400/normal.html	(from https://1womenshealth.com/)
23:41:25	8692/8692	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:25%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/vietnamese/400/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/vietnamese/400/normal.html	(from https://1womenshealth.com/)
23:41:26	9388/9388	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:26%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/greek/400/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/greek/400/normal.html	(from https://1womenshealth.com/)
23:41:27	7724/7724	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:27%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/hebrew/400/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/hebrew/400/normal.html	(from https://1womenshealth.com/)
23:41:28	18020/18020	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:28%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/cyrillic-ext/600/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/cyrillic-ext/600/normal.html	(from https://1womenshealth.com/)
23:41:29	7816/7816	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:29%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/hebrew/600/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/hebrew/600/normal.html	(from https://1womenshealth.com/)
23:41:30	11044/11044	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:30%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/cyrillic/600/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/cyrillic/600/normal.html	(from https://1womenshealth.com/)
23:41:31	18628/18628	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:31%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/latin/600/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/latin/600/normal.html	(from https://1womenshealth.com/)
23:41:32	9424/9424	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:32%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/greek/600/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/greek/600/normal.html	(from https://1womenshealth.com/)
23:41:33	8652/8652	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:33%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/vietnamese/600/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/vietnamese/600/normal.html	(from https://1womenshealth.com/)
23:41:34	15236/15236	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:34%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/latin-ext/600/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/latin-ext/600/normal.html	(from https://1womenshealth.com/)
23:41:35	3812/3812	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:35%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/greek-ext/600/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/greek-ext/600/normal.html	(from https://1womenshealth.com/)
23:41:36	14984/14984	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:36%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/latin-ext/700/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/latin-ext/700/normal.html	(from https://1womenshealth.com/)
23:41:37	7764/7764	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:37%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/hebrew/700/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/hebrew/700/normal.html	(from https://1womenshealth.com/)
23:41:38	3768/3768	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:38%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/greek-ext/700/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/greek-ext/700/normal.html	(from https://1womenshealth.com/)
23:41:39	9236/9236	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:39%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/greek/700/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/greek/700/normal.html	(from https://1womenshealth.com/)
23:41:40	17564/17564	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:40%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/cyrillic-ext/700/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/cyrillic-ext/700/normal.html	(from https://1womenshealth.com/)
23:41:41	10872/10872	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:41%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/cyrillic/700/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/cyrillic/700/normal.html	(from https://1womenshealth.com/)
23:41:42	8512/8512	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:42%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/vietnamese/700/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/vietnamese/700/normal.html	(from https://1womenshealth.com/)
23:41:43	18232/18232	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:43%20GMT	https://1womenshealth.com/cf-fonts/s/open-sans/5.0.20/latin/700/normal.woff2	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/cf-fonts/s/open-sans/5.0.20/latin/700/normal.html	(from https://1womenshealth.com/)
23:41:44	111811/111811	---MCZ	200	added ('OK')	text/css	etag:W/%222572a-667dd105-9b0d7c5db860ddff;br%22	https://1womenshealth.com/wp-content/themes/Newsmag/style.css?ver=5.4.3	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-content/themes/Newsmag/style00d1.css	(from https://1womenshealth.com/)
23:41:46	473735/473735	---MCZ	200	added ('OK')	text/css	etag:W/%2293612-667dd10f-e2c0014ab1586694;br%22	https://1womenshealth.com/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_mainef70.css	(from https://1womenshealth.com/)
23:41:47	5749/5749	---MCZ	200	added ('OK')	text/css	etag:W/%221cae-667dd10f-3c28043842daf966;br%22	https://1womenshealth.com/wp-content/plugins/td-composer/legacy/Newsmag/includes/demos/travel/demo_style.css?ver=5.4.3	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-content/plugins/td-composer/legacy/Newsmag/includes/demos/travel/demo_style00d1.css	(from https://1womenshealth.com/)
23:41:47	87553/87553	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2215601-65a3acc6-a0bc586baa88132;br%22	https://1womenshealth.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://1womenshealth.com/)
23:41:49	13577/13577	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223509-65a3acc6-1c8868d0d50bccec;br%22	https://1womenshealth.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://1womenshealth.com/)
23:41:51	110606/110606	---MCZ	200	added ('OK')	application/json	date:Sat,%2003%20Aug%202024%2003:41:50%20GMT	https://1womenshealth.com/wp-json/wp/v2/pages/102766	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-json/wp/v2/pages/102766.json	(from https://1womenshealth.com/)
23:41:51	253058/253058	---MCZ	200	added ('OK')	application/json	etag:W/%22262799-1722656510;br%22	https://1womenshealth.com/wp-json/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-json/index.html	(from https://1womenshealth.com/)
23:41:51	4967/4967	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2003%20Aug%202024%2003:41:51%20GMT	https://1womenshealth.com/xmlrpc.php?rsd	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/xmlrpc.370db0.delayed	(from https://1womenshealth.com/)
23:41:53	2185/2185	---MCZ	200	added ('OK')	application/json	etag:W/%22262800-1722656512;br%22	https://1womenshealth.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2F1womenshealth.com%2F	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-json/oembed/1.0/embed4b05.json	(from https://1womenshealth.com/)
23:41:53	2344/2344	---MCZ	200	added ('OK')	text/xml	etag:W/%22262801-1722656513;br%22	https://1womenshealth.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2F1womenshealth.com%2F&format=xml	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-json/oembed/1.0/embedea22	(from https://1womenshealth.com/)
23:41:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2003:41:54%20GMT	http://1womenshealth.com/wp-content/uploads/2023/02/bg.jpg	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-content/uploads/2023/02/bg.3a.delayed	(from https://1womenshealth.com/)
23:41:55	96935/96935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Aug%202024%2003:41:55%20GMT	https://1womenshealth.com/wp-content/uploads/2023/02/bg.jpg	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-content/uploads/2023/02/bg.jpg	(from https://1womenshealth.com/)
23:41:56	3454/3454	---M--	200	added ('OK')	image/jpeg	etag:%22d7e-65837751-ef8b0f7e98f2b666;;;%22	https://1womenshealth.com/wp-content/uploads/2023/12/1-Womans-Magazine-150x150.jpg	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-content/uploads/2023/12/1-Womans-Magazine-150x150.jpg	(from https://1womenshealth.com/)
23:41:57	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2003:41:57%20GMT	http://1womenshealth.com/wp-content/uploads/2023/12/1womansMagazine-300x150.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-content/uploads/2023/12/1womansMagazine-300x150.png	(from https://1womenshealth.com/)
23:41:58	12322/12322	---M--	200	added ('OK')	image/png	etag:%223022-6583766b-1ea92d7dfeb9eca8;;;%22	https://1womenshealth.com/wp-content/uploads/2023/12/1womansMagazine-300x150.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/wp-content/uploads/2023/12/1womansMagazine-300x150.png	(from https://1womenshealth.com/)
23:41:59	118882/118882	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2003:41:59%20GMT	https://1womenshealth.com/category/health/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/1womenshealth_com/1womenshealth.com/category/health/index.html	(from https://1womenshealth.com/)
